"","taz_sub","lowInc_0_autos.x","lowInc_autos_lt_workers.x","lowInc_autos_ge_workers.x","medInc_0_autos.x","medInc_autos_lt_workers.x","medInc_autos_ge_workers.x","highInc_0_autos.x","highInc_autos_lt_workers.x","highInc_autos_ge_workers.x","veryHighInc_0_autos.x","veryHighInc_autos_lt_workers.x","veryHighInc_autos_ge_workers.x","destChoiceAlt.x","taz.x","subzone.x","lowInc_0_autos_t.x","lowInc_autos_lt_workers_t.x","lowInc_autos_ge_workers_t.x","medInc_0_autos_t.x","medInc_autos_lt_workers_t.x","medInc_autos_ge_workers_t.x","highInc_0_autos_t.x","highInc_autos_lt_workers_t.x","highInc_autos_ge_workers_t.x","veryHighInc_0_autos_t.x","veryHighInc_autos_lt_workers_t.x","veryHighInc_autos_ge_workers_t.x","mwt.x","subzone_s.x","lowInc_0_autos.y","lowInc_autos_lt_workers.y","lowInc_autos_ge_workers.y","medInc_0_autos.y","medInc_autos_lt_workers.y","medInc_autos_ge_workers.y","highInc_0_autos.y","highInc_autos_lt_workers.y","highInc_autos_ge_workers.y","veryHighInc_0_autos.y","veryHighInc_autos_lt_workers.y","veryHighInc_autos_ge_workers.y","destChoiceAlt.y","taz.y","subzone.y","lowInc_0_autos_t.y","lowInc_autos_lt_workers_t.y","lowInc_autos_ge_workers_t.y","medInc_0_autos_t.y","medInc_autos_lt_workers_t.y","medInc_autos_ge_workers_t.y","highInc_0_autos_t.y","highInc_autos_lt_workers_t.y","highInc_autos_ge_workers_t.y","veryHighInc_0_autos_t.y","veryHighInc_autos_lt_workers_t.y","veryHighInc_autos_ge_workers_t.y","mwt.y","subzone_s.y","mdiff"
"37","1011a",19.72416,13.72114,12.01936,19.65172,13.81841,12.26653,19.59685,13.85026,12.36042,19.55099,13.91179,12.48606,3031,1011,1,343.567164179105,238.158955223881,364.647014925373,335.222388059702,232.978358208955,352.016417910448,328.757462686567,232.344776119403,345.221641791045,322.172388059701,233.926119402985,336.919402985075,341.163906716418,"a",19.84966,13.89107,12.20289,19.76946,13.97018,12.41798,19.70741,13.99032,12.49604,19.6646,14.05121,12.61489,3031,1011,1,334.446268656716,235.110447761194,351.852985074627,325.777611940298,230.324626865672,344.732835820896,318.922388059701,227.901492537314,340.79776119403,310.265671641791,225.955223880597,336.691044776119,334.782905970149,"a",3.31375298507464
"38","1011b",19.7033,13.61087,11.88906,19.62413,13.69496,12.14213,19.56534,13.72087,12.23838,19.51412,13.77573,12.36621,3032,1011,2,342.010447761194,229.929850746269,354.923134328358,333.163432835821,223.765671641791,342.732835820896,326.405970149254,222.688805970149,336.114179104478,319.420895522388,223.772388059701,327.975373134328,332.569924626866,"b",19.82653,13.77385,12.06631,19.73977,13.8416,12.28837,19.67391,13.85662,12.36935,19.6256,13.9108,12.48985,3032,1011,2,332.720149253731,226.362686567164,341.660447761194,323.561940298507,220.729104477612,335.060447761194,316.422388059701,217.923880597015,331.34328358209,307.355223880597,215.476865671642,327.359701492537,325.815599253731,"b",5.55765373134335
"39","1011c",19.68028,13.47642,11.72633,19.59566,13.5536,11.99953,19.53354,13.57577,12.10266,19.47785,13.62696,12.23752,3030,1011,0,340.292537313433,219.896268656716,342.779104477612,331.038805970149,213.216417910448,332.091044776119,324.032835820895,211.860447761194,325.985820895522,316.714179104478,212.670149253731,318.371641791045,322.745464179104,"c",19.7993,13.61988,11.88246,19.70675,13.68161,12.12689,19.63735,13.6932,12.2158,19.58388,13.74252,12.34268,3030,1011,0,330.688059701492,214.872388059702,327.940298507463,321.09776119403,208.789552238806,323.009701492537,313.694029850746,205.728358208955,319.884328358209,304.241791044776,202.918656716418,316.376865671642,314.669785820895,"c",5.48892686567177
"40","1012a",19.14132,13.48674,12.00535,19.11419,13.63944,12.25818,19.09131,13.69606,12.3535,19.0831,13.78318,12.48002,3034,1012,1,300.071641791045,220.666417910448,363.601492537313,295.108208955224,219.622388059702,351.39328358209,291.030597014925,220.837313432836,344.705223880597,287.255223880597,224.328358208955,336.468656716418,335.989805970149,"a",19.23674,13.63497,12.16524,19.19025,13.76468,12.38871,19.15,13.80761,12.46989,19.12956,13.89219,12.59145,3034,1012,1,288.705970149254,215.998507462687,349.04328358209,282.552985074627,214.988805970149,342.548507462687,277.324626865672,214.266417910448,338.846268656716,270.337313432836,214.088059701492,334.941791044776,327.941905970149,"a",5.45674626865673
"41","1012b",19.10206,13.33896,11.86728,19.06452,13.48342,12.12729,19.03647,13.53716,12.22562,19.02147,13.62111,12.35501,3035,1012,2,297.141791044776,209.638059701493,353.29776119403,291.401492537314,207.979104477612,341.625373134328,286.938059701493,208.979104477612,335.161940298507,282.655970149254,212.233582089552,327.139552238806,326.720470149254,"b",19.19425,13.48318,12.02522,19.13706,13.60566,12.2561,19.09109,13.64581,12.3404,19.06226,13.72612,12.46374,3035,1012,2,285.535074626866,204.670895522388,338.594029850746,278.583582089552,203.121641791045,332.65223880597,272.928358208955,202.191791044776,329.182835820896,265.314925373134,201.694776119403,325.411194029851,318.505261940299,"b",4.63370597014932
"42","1012c",19.0985,13.32469,11.85403,19.06005,13.4685,12.11495,19.03182,13.52285,12.21431,19.01668,13.60779,12.34495,3033,1012,0,296.876119402985,208.573134328358,352.308955223881,291.067910447761,206.865671641791,340.70447761194,286.591044776119,207.911194029851,334.317910447761,282.298507462687,211.239552238806,326.388805970149,325.889076119403,"c",19.19579,13.48898,12.03054,19.13813,13.60906,12.2589,19.09197,13.64834,12.34239,19.06292,13.72782,12.46503,3033,1012,0,285.65,205.103731343284,338.991044776119,278.663432835821,203.375373134328,332.861194029851,272.994029850746,202.380597014925,329.331343283582,265.364179104478,201.821641791045,325.507462686567,318.70548880597,"c",4.72548208955237
"43","1013a",18.80844,13.04185,11.67761,18.81883,13.22464,11.96348,18.82635,13.29754,12.07179,18.83113,13.39633,12.21131,3037,1013,1,275.229850746269,187.465671641791,339.14328358209,273.066417910448,188.667164179105,329.400746268657,271.257462686567,191.097014925373,323.682089552239,268.451492537314,195.458955223881,316.415671641791,313.466743283582,"a",18.91743,13.22181,11.85889,18.90104,13.38022,12.11415,18.88541,13.43715,12.2073,18.88393,13.53196,12.33805,3037,1013,1,264.876865671642,185.165671641791,326.181343283582,260.970149253731,186.29776119403,322.058955223881,257.579104477612,186.620149253731,319.25,252.00671641791,187.205223880597,316.031343283582,306.817894029851,"a",4.68273358208955
"44","1013b",18.78781,12.95683,11.60713,18.79244,13.13306,11.89531,18.79758,13.20405,12.00471,18.79844,13.29969,12.14487,3038,1013,2,273.690298507463,181.120895522388,333.883582089552,271.097014925373,181.832835820896,324.313432835821,269.110447761194,184.120149253731,318.676119402985,266.011940298507,188.247014925373,311.457462686567,308.577645522388,"b",18.89261,13.12625,11.77985,18.86957,13.2785,12.03814,18.85093,13.33357,12.13277,18.84465,13.42484,12.26384,3038,1013,2,263.024626865672,178.034328358209,320.282835820896,258.621641791045,178.70671641791,316.386567164179,255.005970149254,178.890298507463,313.688059701493,249.075373134328,179.211194029851,310.49328358209,301.349862686567,"b",4.2290537313433
"45","1013c",18.86373,13.24635,11.8511,18.88141,13.42097,12.11481,18.89136,13.48928,12.21471,18.90027,13.58288,12.34508,3036,1013,0,279.355970149254,202.726865671642,352.090298507463,277.736567164179,203.318656716418,340.694029850746,276.108955223881,205.405970149254,334.34776119403,273.611194029851,209.380597014925,326.398507462687,324.238191044776,"c",18.96755,13.39668,12.00672,18.95689,13.54516,12.24141,18.94381,13.59807,12.32724,18.94673,13.68972,12.45168,3036,1013,0,268.617164179104,198.215671641791,337.213432835821,265.138059701493,198.60671641791,331.555970149254,261.937313432836,198.629104477612,328.200746268657,256.693283582089,198.978358208955,324.511194029851,315.9488,"c",4.41600000000017
"46","1014a",18.86791,12.99896,11.58858,18.90827,13.1834,11.88001,18.93477,13.25867,11.99024,18.9356,13.3474,12.12897,3040,1014,1,279.667910447761,184.264925373134,332.499253731343,279.74104477612,185.589552238806,323.171641791045,279.348507462687,188.196268656716,317.596268656716,276.24776119403,191.807462686567,310.270895522388,308.472356716418,"a",18.96373,13.14976,11.74579,18.973,13.30057,12.00175,18.97601,13.35666,12.0955,18.98242,13.44266,12.22433,3040,1014,1,268.332089552239,179.788805970149,317.741044776119,266.340298507463,180.353731343284,313.670895522388,264.340298507463,180.613432835821,310.90671641791,259.356716417911,180.541044776119,307.544776119403,299.73481119403,"a",5.66300522388059
"47","1014b",18.85143,12.92392,11.52329,18.88808,13.10381,11.81802,18.91335,13.17827,11.92985,18.91158,13.26484,12.07008,3041,1014,2,278.438059701493,178.664925373134,327.626865671642,278.234328358209,179.65,318.54552238806,277.75,182.196268656716,313.089552238806,274.455223880597,185.646268656716,305.876119402985,304.08483880597,"b",18.94469,13.06751,11.67474,18.95048,13.21622,11.9364,18.95224,13.2723,12.03264,18.95625,13.35692,12.16321,3041,1014,2,266.911194029851,173.650746268657,312.438805970149,264.659701492537,174.058955223881,308.794029850746,262.566417910448,174.317910447761,306.215671641791,257.403731343284,174.142537313433,302.983582089552,295.093964179104,"b",8.92219850746278
"48","1014c",18.85803,12.95449,11.54981,18.8969,13.13916,11.84542,18.92317,13.2157,11.95782,18.92372,13.30716,12.10009,3039,1014,0,278.930597014925,180.946268656716,329.605970149254,278.892537313433,182.288059701493,320.590298507463,278.482835820895,184.989552238806,315.176865671642,275.361194029851,188.80447761194,308.115671641791,306.083620895522,"c",18.95525,13.11374,11.71458,18.96587,13.27445,11.98138,18.96981,13.33516,12.07935,18.97767,13.42747,12.21339,3039,1014,0,267.699253731343,177.100746268657,315.411940298507,265.808208955224,178.40447761194,312.150746268657,263.877611940298,179.008955223881,309.701492537313,259.00223880597,179.407462686567,306.728358208955,298.348855970149,"c",8.65522313432842
"49","1015a",18.58222,12.97043,11.67875,18.60306,13.1631,11.96067,18.61448,13.23806,12.06704,18.61202,13.33645,12.20391,3043,1015,1,258.34776119403,182.135820895522,339.228358208955,256.964179104478,184.074626865672,329.191044776119,255.446268656716,186.658208955224,323.327611940299,252.1,190.990298507463,315.863432835821,311.411173134328,"a",18.71276,13.13626,11.83583,18.70362,13.2968,12.08497,18.69224,13.3544,12.17601,18.69083,13.44726,12.30309,3043,1015,1,249.602985074627,178.781343283582,324.460447761194,246.237313432836,180.072388059701,319.881343283582,243.163432835821,180.444776119403,316.914925373134,237.596268656716,180.884328358209,313.422388059701,303.152138059701,"a",10.1687731343283
"50","1015b",18.55548,12.87591,11.60614,18.57003,13.06487,11.89192,18.57902,13.1392,12.00007,18.57199,13.2357,12.13834,3044,1015,2,256.35223880597,175.082089552239,333.809701492537,254.499253731343,176.744029850746,324.060447761194,252.8,179.280597014925,318.329850746269,249.112686567164,183.471641791045,310.970149253731,306.425641044776,"b",18.68381,13.03733,11.75919,18.66847,13.19564,12.01351,18.65443,13.25297,12.1068,18.64862,13.34435,12.23533,3044,1015,2,247.442537313433,171.398507462687,318.741044776119,243.614179104478,172.523134328358,314.548507462687,240.341791044776,172.875373134328,311.75,234.446268656716,173.20447761194,308.365671641791,297.963342537313,"b",17.7921425373135
"51","1015c",18.5447,12.83586,11.57587,18.55741,13.02556,11.86498,18.56575,13.10049,11.97443,18.55676,13.19565,12.11292,3042,1015,0,255.54776119403,172.09328358209,331.550746268657,253.557462686567,173.810447761194,322.05,251.809701492537,176.391791044776,316.416417910448,247.976119402985,180.482835820896,309.073134328358,304.453956716418,"c",18.67389,13.00176,11.73205,18.65589,13.15773,11.98728,18.64059,13.21414,12.0809,18.63267,13.30376,12.20926,3042,1015,0,246.70223880597,168.744029850746,316.715671641791,242.675373134328,169.694029850746,312.591044776119,239.308955223881,169.977611940299,309.817164179104,233.255970149254,170.175373134328,306.420149253731,296.042052238806,"c",16.3207253731344
"52","1016a",18.61148,13.28547,11.94816,18.62212,13.47018,12.20463,18.62293,13.54036,12.30171,18.63999,13.6409,12.42946,3046,1016,1,260.531343283582,205.646268656716,359.333582089552,258.386567164179,206.991044776119,347.397014925373,256.076865671642,209.217910447761,340.840298507463,254.187313432836,213.710447761194,332.69552238806,328.346718656716,"a",18.71866,13.41353,12.07978,18.70074,13.57232,12.30975,18.67847,13.62727,12.39316,18.68254,13.72409,12.51558,3046,1016,1,250.043283582089,199.473134328358,342.665671641791,246.022388059701,200.633582089552,336.655970149254,242.135820895522,200.808208955224,333.120149253731,236.977611940298,201.54328358209,329.279850746269,318.59978880597,"a",16.9889223880597
"53","1016b",18.55029,13.11999,11.81583,18.54762,13.30178,12.07994,18.54259,13.37138,12.18013,18.55194,13.4711,12.31079,3047,1016,2,255.964925373134,193.297014925373,349.458208955224,252.826865671642,194.423880597015,338.091791044776,250.081343283582,196.607462686567,331.767164179104,247.616417910448,201.038805970149,323.839552238806,319.254970149254,"b",18.65718,13.25097,11.95024,18.62584,13.40726,12.18786,18.59705,13.46164,12.27451,18.59197,13.55681,12.39898,3047,1016,2,245.455223880597,187.341791044776,332.998507462687,240.432835820896,188.315671641791,327.559701492537,236.059701492537,188.44776119403,324.265671641791,230.218656716418,189.059701492537,320.578358208955,309.684444776119,"b",13.1778716417911
"54","1016c",18.46329,12.84872,11.60906,18.44246,13.03169,11.89194,18.42913,13.10211,11.99887,18.42762,13.20316,12.13639,3045,1016,0,249.472388059702,173.052985074627,334.027611940298,244.979104477612,174.267910447761,324.061940298507,241.614179104478,176.512686567164,318.240298507463,238.338805970149,181.04328358209,310.824626865672,305.512369402985,"c",18.57677,13.00882,11.76572,18.52718,13.16291,12.01757,18.48916,13.21681,12.10978,18.4707,13.30915,12.23765,3045,1016,0,239.45447761194,169.270895522388,319.228358208955,233.070149253731,170.080597014925,314.851492537313,228.008208955224,170.176865671642,311.972388059702,221.168656716418,170.577611940299,308.538805970149,297.187739552239,"c",12.5323126865672
"55","1017a",19.20712,13.46541,11.95153,19.17935,13.61055,12.20449,19.15792,13.66504,12.30015,19.1477,13.74869,12.42681,3049,1017,1,304.982089552239,219.074626865672,359.585074626866,299.970895522388,217.466417910448,347.386567164179,296.001492537313,218.522388059701,340.723880597015,292.076119402985,221.75447761194,332.49776119403,332.929873880597,"a",19.30016,13.61017,12.10812,19.24908,13.73438,12.33503,19.2067,13.77504,12.4173,19.18219,13.85635,12.53963,3049,1017,1,293.438805970149,214.14776119403,344.780597014925,286.943283582089,212.727611940299,338.542537313433,281.555970149254,211.835820895522,334.921641791045,274.264925373134,211.413432835821,331.074626865672,324.825884328358,"a",13.3718888059701
"56","1017b",19.17418,13.33054,11.82104,19.1377,13.46716,12.08086,19.11202,13.51862,12.17935,19.09599,13.59873,12.30866,3050,1017,2,302.523880597015,209.009701492537,349.847014925373,296.862686567164,206.765671641791,338.160447761194,292.576119402985,207.59552238806,331.708955223881,288.217164179105,210.563432835821,323.680597014925,324.22167238806,"b",19.26436,13.47086,11.97503,19.20393,13.58708,12.20898,19.15656,13.62461,12.29418,19.12465,13.70128,12.41819,3050,1017,2,290.767164179104,203.751492537313,334.848507462687,283.573880597015,201.735074626866,329.135820895522,277.814179104478,200.609701492537,325.733582089552,269.970895522388,199.841044776119,322.011940298507,315.905432089552,"b",6.00330597014931
"57","1017c",19.17492,13.33374,11.82413,19.1385,13.47004,12.08332,19.11283,13.52135,12.18157,19.09682,13.60123,12.3106,3048,1017,0,302.579104477612,209.248507462687,350.077611940298,296.922388059702,206.980597014925,338.344029850746,292.636567164179,207.799253731343,331.874626865672,288.279104477612,210.75,323.825373134328,324.392304477612,"c",19.25989,13.45242,11.95748,19.19795,13.56639,12.19149,19.14967,13.60271,12.27653,19.11626,13.67734,12.39981,3048,1017,0,290.433582089552,202.375373134328,333.538805970149,283.127611940298,200.191044776119,327.830597014925,277.3,198.975373134328,324.416417910448,269.344776119403,198.05447761194,320.640298507463,314.644498507463,"c",6.98858432835834
"58","1018a",20.02204,13.73486,11.79635,19.93469,13.79219,12.06771,19.87023,13.80428,12.16946,19.81189,13.84337,12.30236,3052,1018,1,365.797014925373,239.182835820896,348.00447761194,356.339552238806,231.021641791045,337.179104477612,349.158955223881,228.913432835821,330.970895522388,341.642537313433,228.820149253731,323.210447761194,330.437494029851,"a",20.14617,13.88283,11.95914,20.05285,13.92869,12.20298,19.98268,13.93219,12.29081,19.93001,13.97285,12.417,3052,1018,1,356.573880597015,234.49552238806,333.662686567164,346.926119402985,227.228358208955,328.688059701493,339.464925373134,223.563432835821,325.482089552239,330.072388059701,220.107462686567,321.923134328358,322.966579850746,"a",6.18141567164184
"59","1018b",20.01405,13.67992,11.71377,19.92328,13.72393,11.98544,19.85683,13.72988,12.08775,19.79571,13.76174,12.22104,3053,1018,2,365.200746268657,235.082835820895,341.841791044776,355.488059701492,225.927611940298,331.039552238806,348.158955223881,223.361194029851,324.873134328358,340.435074626866,222.728358208955,317.141791044776,324.857657462687,"b",20.13736,13.82359,11.87139,20.04059,13.85664,12.116,19.96844,13.85423,12.20458,19.91291,13.88739,12.33054,3053,1018,2,355.916417910448,230.074626865672,327.114179104478,346.011194029851,221.851492537313,322.197014925373,338.40223880597,217.74552238806,319.047014925373,328.796268656716,213.729850746269,315.470895522388,317.055262686567,"b",5.09173283582095
"60","1018c",20.02798,13.77411,11.854,19.94035,13.82465,12.10644,19.87584,13.83412,12.20207,19.81736,13.86982,12.32871,3051,1018,0,366.240298507463,242.111940298508,352.30671641791,356.761940298507,233.444029850746,340.069402985075,349.577611940299,231.140298507463,333.40447761194,342.050746268657,230.794029850746,325.176865671642,333.056102985075,"c",20.15131,13.91609,12.00737,20.05737,13.95423,12.23351,19.987,13.95489,12.31578,19.93411,13.99248,12.43684,3051,1018,0,356.957462686567,236.977611940299,337.261940298507,347.263432835821,229.134328358209,330.966417910448,339.787313432836,225.257462686567,327.34552238806,330.378358208955,221.572388059701,323.403731343284,325.047128358209,"c",5.92811119402995
"61","1019a",20.0844,13.75888,11.76189,19.96784,13.79052,12.03361,19.87669,13.78559,12.13526,19.78162,13.8051,12.26785,3055,1019,1,370.450746268657,240.975373134328,345.432835820895,358.813432835821,230.897014925373,334.634328358209,349.641044776119,227.518656716418,328.418656716418,339.383582089552,225.964179104478,320.635074626866,328.495473134328,"a",20.25431,13.92785,11.91068,20.14835,13.9539,12.15632,20.06826,13.94658,12.24465,20.00736,13.97697,12.37083,3055,1019,1,364.644029850746,237.855223880597,330.046268656716,354.052985074627,229.109701492537,325.205970149254,345.851492537313,224.637313432836,322.037313432836,335.844776119403,220.414925373134,318.477611940298,320.793563432836,"a",4.76621791044784
"62","1019b",20.0776,13.71043,11.68464,19.95773,13.72808,11.95582,19.86441,13.71579,12.05738,19.76609,13.72622,12.18959,3056,1019,2,369.94328358209,237.359701492537,339.667910447761,358.058955223881,226.237313432836,328.829104477612,348.724626865672,222.309701492537,322.60671641791,338.224626865672,220.077611940299,314.794776119403,323.205787313433,"b",20.24737,13.87832,11.82999,20.13844,13.89162,12.07538,20.05655,13.87801,12.16392,19.9931,13.90053,12.28934,3056,1019,2,364.126119402985,234.158955223881,324.024626865672,353.313432835821,224.461940298507,319.165671641791,344.977611940299,219.520149253731,316.012686567164,334.780597014925,214.710447761194,312.396268656716,315.311456716418,"b",6.57142313432831
