pda,tothh,hhpop,hhincq1,hhincq2,hhincq3,hhincq4,sfdu,mfdu,totemp,agrempn,mwtempn,retempn,fpsempn,herempn,othempn,occupancy_rate,non_residential_sqft,sq_ft_per_employee
sfo3,97722.0,178138.0,43250.0,18428.0,14687.0,21357.0,2703.0,96744.0,324427.0,437.0,18008.0,17250.0,137899.0,78869.0,71964.0,18.076581576,198191059.059,610.895699367
clo1,840.0,2142.0,281.0,186.0,173.0,200.0,545.0,351.0,583.0,17.0,115.0,56.0,73.0,164.0,158.0,0.770642201835,451248.0,774.010291595
sfo8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aca1,405.0,1292.0,139.0,98.0,88.0,80.0,178.0,185.0,1494.0,37.0,194.0,522.0,157.0,381.0,203.0,1.13764044944,1262135.0,844.802543507
fai2,216.0,634.0,38.0,40.0,53.0,85.0,64.0,1.0,143.0,0.0,33.0,9.0,21.0,34.0,46.0,1.6875,139691.0,976.86013986
okd1,66846.0,167411.0,26436.0,15845.0,12084.0,12481.0,31462.0,36341.0,41035.0,167.0,7319.0,3649.0,5933.0,16220.0,7747.0,1.06232915899,33123586.0345,807.203266346
okd7,10175.0,26348.0,5585.0,2264.0,1331.0,995.0,3988.0,6281.0,10240.0,10.0,1982.0,751.0,1462.0,2874.0,3161.0,1.27570210632,12751328.7551,1245.24694874
sjo4,17226.0,45581.0,6755.0,3876.0,3230.0,3365.0,6064.0,12208.0,21832.0,33.0,1414.0,1216.0,4399.0,5143.0,9627.0,1.42034960422,14397671.2418,659.475597371
sfo4,34548.0,78560.0,11647.0,6520.0,5959.0,10422.0,4494.0,31046.0,75786.0,90.0,6889.0,5094.0,13981.0,26519.0,23213.0,3.8437917223,62755562.7738,828.062739474
sjo1,2765.0,6245.0,1226.0,659.0,396.0,484.0,446.0,2579.0,29735.0,65.0,1330.0,1095.0,11393.0,7429.0,8423.0,3.09977578475,22396326.7272,753.197468545
oak3,195.0,629.0,38.0,33.0,54.0,70.0,219.0,0.0,43.0,0.0,1.0,5.0,11.0,12.0,14.0,0.445205479452,101851.0,2368.62790698
plh2,1191.0,2481.0,337.0,230.0,278.0,346.0,680.0,595.0,3483.0,11.0,161.0,497.0,1119.0,1006.0,689.0,0.875735294118,2059321.0,591.249210451
ccg1_i,3185.0,8157.0,675.0,523.0,746.0,1241.0,1544.0,1854.0,2595.0,7.0,168.0,337.0,339.0,1257.0,487.0,1.0314119171,2177509.89574,839.117493542
vta1_c,928.0,3095.0,245.0,158.0,225.0,300.0,325.0,661.0,2377.0,18.0,79.0,324.0,598.0,905.0,453.0,1.42769230769,1390792.0,585.103912495
sro2,4788.0,12198.0,1609.0,1188.0,1032.0,959.0,2533.0,2645.0,17554.0,67.0,1502.0,2252.0,2453.0,7306.0,3974.0,0.945124358468,12344529.0,703.231685086
sjo3,9334.0,22213.0,2189.0,1505.0,1975.0,3665.0,2552.0,7250.0,88215.0,332.0,40945.0,2077.0,19608.0,9487.0,15766.0,1.82876175549,57800668.3237,655.224942739
sar1,193.0,514.0,18.0,16.0,29.0,130.0,203.0,0.0,15215.0,658.0,1864.0,1670.0,2954.0,2195.0,5874.0,0.475369458128,9545151.0,627.351363786
okd5,12146.0,37819.0,5317.0,3023.0,2103.0,1703.0,5914.0,6787.0,10270.0,7.0,1147.0,965.0,1017.0,4913.0,2221.0,1.02688535678,9332408.0,908.705744888
sjo6,4802.0,13235.0,1350.0,1089.0,1123.0,1240.0,1329.0,3823.0,3607.0,4.0,501.0,780.0,618.0,778.0,926.0,1.80662151994,2577879.0,714.687829221
vta1_i,12143.0,40765.0,2915.0,2131.0,2733.0,4364.0,7730.0,5260.0,22554.0,202.0,2463.0,3557.0,5079.0,7095.0,4158.0,0.785446313066,15818452.9131,701.359089877
sun2,1098.0,2561.0,280.0,172.0,228.0,418.0,386.0,759.0,4851.0,11.0,836.0,580.0,901.0,1690.0,833.0,1.42227979275,3585979.0,739.224695939
fai3,762.0,2265.0,258.0,229.0,167.0,108.0,118.0,651.0,1174.0,0.0,50.0,220.0,274.0,436.0,194.0,3.22881355932,641513.0,546.433560477
seb1,651.0,1519.0,177.0,126.0,142.0,206.0,433.0,295.0,3253.0,25.0,307.0,571.0,494.0,1296.0,560.0,0.751732101617,1716582.0,527.691976637
sle3,3484.0,8332.0,1063.0,921.0,760.0,740.0,1609.0,1813.0,5663.0,9.0,364.0,819.0,930.0,2148.0,1393.0,1.08266003729,3166640.5669,559.180746407
ccg1_a,4827.0,15796.0,936.0,842.0,1155.0,1894.0,3428.0,1678.0,583.0,2.0,50.0,100.0,144.0,169.0,118.0,0.704054842474,536162.190761,919.660704564
okd6,8302.0,17831.0,3720.0,1845.0,1412.0,1325.0,3184.0,5312.0,22752.0,116.0,655.0,920.0,3239.0,15334.0,2488.0,1.30370603015,14679755.3533,645.207250058
sun3,8813.0,21623.0,2160.0,1200.0,1909.0,3544.0,2459.0,6863.0,10133.0,33.0,676.0,2192.0,1470.0,3080.0,2682.0,1.79198861326,5511784.1865,543.94396393
dal1,694.0,2377.0,134.0,125.0,167.0,268.0,438.0,294.0,2791.0,7.0,237.0,377.0,649.0,862.0,659.0,0.792237442922,2154272.51876,771.864033953
vta1_a,900.0,1996.0,231.0,177.0,173.0,319.0,695.0,287.0,2737.0,1.0,500.0,232.0,723.0,571.0,710.0,0.647482014388,1578918.0,576.879064669
sjo5,1385.0,4927.0,189.0,141.0,276.0,779.0,1231.0,229.0,3455.0,4.0,957.0,152.0,594.0,477.0,1271.0,0.56255077173,3511505.0,1016.35455861
dub3,2306.0,6077.0,161.0,268.0,475.0,1402.0,1163.0,717.0,295.0,4.0,39.0,63.0,56.0,67.0,66.0,0.991401547721,242818.0,823.111864407
gil1,447.0,1496.0,152.0,100.0,106.0,89.0,160.0,320.0,2076.0,21.0,251.0,382.0,208.0,686.0,528.0,1.396875,1856851.0,894.436897881
okd3,10849.0,19672.0,6356.0,2318.0,1235.0,940.0,892.0,7812.0,61043.0,55.0,5316.0,1586.0,15007.0,14259.0,24820.0,6.08127802691,35044045.6365,574.087866529
okd4,3769.0,10732.0,1632.0,948.0,681.0,508.0,2125.0,1881.0,4106.0,0.0,79.0,410.0,374.0,1339.0,1904.0,0.886823529412,2743180.09657,668.090622641
dal2,1479.0,4970.0,283.0,261.0,357.0,578.0,1220.0,309.0,1157.0,2.0,167.0,58.0,124.0,389.0,417.0,0.606147540984,1491629.34975,1289.22156417
sfo11,11451.0,21311.0,4042.0,2443.0,2174.0,2792.0,620.0,11045.0,21235.0,15.0,559.0,1119.0,2682.0,6423.0,10437.0,9.23467741935,12590036.779,592.890830184
sui1,1070.0,3207.0,217.0,169.0,267.0,417.0,676.0,393.0,1025.0,5.0,54.0,48.0,229.0,358.0,331.0,0.791420118343,547884.0,534.52097561
oak2,190.0,594.0,35.0,31.0,58.0,66.0,208.0,0.0,303.0,8.0,27.0,65.0,43.0,94.0,66.0,0.456730769231,318339.0,1050.62376238
wcc1_a,1228.0,3490.0,338.0,269.0,278.0,343.0,881.0,471.0,773.0,1.0,90.0,138.0,102.0,290.0,152.0,0.696935300795,561007.249257,725.753233191
okd2,3044.0,9877.0,1466.0,792.0,493.0,293.0,2121.0,1155.0,7095.0,13.0,1680.0,377.0,921.0,2361.0,1743.0,0.717586044319,7481944.0,1054.53756166
sro1,2102.0,5344.0,725.0,534.0,439.0,404.0,1137.0,1141.0,10034.0,84.0,487.0,1669.0,2221.0,3250.0,2323.0,0.92436235708,6527950.0,650.58301774
hay2,2570.0,6311.0,810.0,653.0,561.0,546.0,602.0,1885.0,4909.0,4.0,244.0,487.0,1077.0,1870.0,1227.0,2.13455149502,3664421.22668,746.469999325
mco1,3943.0,9305.0,865.0,654.0,635.0,1789.0,2404.0,1923.0,3738.0,17.0,132.0,412.0,1347.0,1156.0,674.0,0.820091514143,2160084.62176,577.871755421
pet1,496.0,1092.0,129.0,101.0,117.0,149.0,222.0,329.0,3144.0,8.0,446.0,580.0,574.0,698.0,838.0,1.11711711712,1943611.0,618.196882952
ber1,355.0,773.0,162.0,75.0,56.0,62.0,36.0,328.0,1094.0,1.0,44.0,132.0,144.0,510.0,263.0,4.93055555556,645931.0,590.430530165
ric1,4479.0,13825.0,1933.0,1108.0,866.0,572.0,2220.0,2601.0,7277.0,21.0,690.0,433.0,635.0,2209.0,3289.0,1.00878378378,4771679.94869,655.720757
vac1,127.0,338.0,23.0,29.0,33.0,42.0,98.0,37.0,3058.0,10.0,54.0,181.0,785.0,1370.0,658.0,0.647959183673,1774996.4527,580.443575114
sun1,900.0,2278.0,207.0,147.0,203.0,343.0,357.0,606.0,3517.0,18.0,1185.0,194.0,1104.0,656.0,360.0,1.26050420168,2842488.0,808.213818595
epa1,801.0,3435.0,181.0,133.0,218.0,269.0,657.0,191.0,943.0,6.0,207.0,105.0,225.0,196.0,204.0,0.609589041096,1178817.21639,1250.07127931
vta1_h,120.0,307.0,11.0,8.0,14.0,87.0,57.0,66.0,127.0,0.0,4.0,8.0,64.0,44.0,7.0,1.05263157895,47976.0,377.763779528
elc1_b,500.0,1152.0,146.0,124.0,117.0,113.0,82.0,444.0,2130.0,1.0,70.0,558.0,327.0,782.0,392.0,3.0487804878,1257358.06256,590.30894956
sfo2,461.0,1360.0,92.0,77.0,95.0,197.0,187.0,288.0,4704.0,2.0,77.0,336.0,488.0,2829.0,972.0,1.23262032086,3859893.97155,820.55569123
ccg1_d,1496.0,3796.0,311.0,302.0,353.0,530.0,1114.0,473.0,1860.0,0.0,96.0,439.0,355.0,534.0,436.0,0.671454219031,905915.0,487.051075269
val1,320.0,648.0,197.0,56.0,41.0,26.0,2.0,295.0,1806.0,2.0,152.0,81.0,193.0,414.0,964.0,80.0,1087804.0,602.327796235
win1,1767.0,4994.0,381.0,368.0,402.0,616.0,1141.0,776.0,1095.0,20.0,128.0,203.0,201.0,225.0,318.0,0.774320771253,792450.0,723.698630137
ant2,1400.0,3937.0,589.0,340.0,309.0,162.0,868.0,648.0,2184.0,5.0,168.0,489.0,253.0,606.0,663.0,0.806451612903,2135369.0,977.733058608
eme1,2508.0,4750.0,1008.0,538.0,436.0,526.0,104.0,1143.0,16026.0,11.0,2252.0,1495.0,4456.0,5359.0,2453.0,12.0576923077,12332870.4434,769.55387766
mvw1,631.0,1496.0,114.0,85.0,125.0,307.0,360.0,304.0,1594.0,0.0,988.0,131.0,229.0,65.0,181.0,0.876388888889,885011.72436,555.214381656
sbr1,3636.0,11251.0,757.0,813.0,965.0,1101.0,2248.0,1658.0,5395.0,18.0,396.0,949.0,888.0,1770.0,1374.0,0.80871886121,3180217.79534,589.475031574
cam1,617.0,1226.0,167.0,132.0,127.0,191.0,208.0,465.0,5209.0,7.0,779.0,651.0,1581.0,1003.0,1188.0,1.48317307692,2557900.33935,491.054010242
sfo6,83.0,143.0,23.0,13.0,12.0,35.0,86.0,0.0,10194.0,16.0,1501.0,499.0,3506.0,3022.0,1650.0,0.482558139535,8782841.44364,861.569692333
ber2,2495.0,4905.0,1464.0,462.0,337.0,232.0,121.0,2398.0,12106.0,1.0,190.0,552.0,2781.0,5397.0,3185.0,10.3099173554,6906278.0,570.483892285
ala1,1030.0,2948.0,314.0,243.0,263.0,210.0,751.0,505.0,1653.0,4.0,190.0,16.0,406.0,613.0,424.0,0.685752330226,1412643.0,854.593466425
sle2,806.0,1875.0,278.0,185.0,172.0,171.0,41.0,785.0,1712.0,0.0,141.0,365.0,260.0,564.0,382.0,9.82926829268,979970.0,572.412383178
hay3_b,1283.0,3712.0,205.0,262.0,252.0,564.0,125.0,1066.0,552.0,2.0,24.0,81.0,92.0,274.0,79.0,5.132,541258.0,980.539855072
pin1,59.0,170.0,14.0,13.0,10.0,22.0,41.0,25.0,2427.0,3.0,292.0,603.0,406.0,824.0,299.0,0.719512195122,1280579.0,527.638648537
ber6,483.0,1006.0,167.0,108.0,91.0,117.0,34.0,461.0,2139.0,1.0,139.0,237.0,337.0,771.0,654.0,7.10294117647,1356028.0,633.954184198
vta1_b,2234.0,5905.0,462.0,267.0,382.0,1123.0,422.0,1947.0,10859.0,33.0,3136.0,1065.0,1910.0,3720.0,995.0,2.64691943128,5910785.88716,544.321382002
ccc3_a,829.0,2673.0,250.0,183.0,192.0,204.0,366.0,541.0,690.0,1.0,192.0,69.0,123.0,148.0,157.0,1.1325136612,505972.0,733.292753623
ori1,227.0,583.0,16.0,16.0,21.0,174.0,0.0,231.0,2811.0,45.0,137.0,208.0,921.0,1006.0,494.0,0.0,1476629.48399,525.303978652
ccg1_c,4274.0,11880.0,746.0,691.0,963.0,1874.0,2492.0,2158.0,6480.0,11.0,684.0,705.0,865.0,3148.0,1067.0,0.857544141252,3514372.15941,542.341382625
ssf1,1002.0,3236.0,253.0,239.0,233.0,277.0,604.0,463.0,2011.0,3.0,234.0,247.0,420.0,538.0,569.0,0.829470198675,1257045.6165,625.084841621
bur1,7098.0,15741.0,1121.0,1009.0,1477.0,3491.0,2845.0,4576.0,11703.0,40.0,772.0,1737.0,2764.0,4161.0,2229.0,1.2474516696,5710134.91545,487.92061142
mil1,133.0,349.0,35.0,32.0,23.0,43.0,1.0,145.0,729.0,1.0,37.0,114.0,93.0,317.0,167.0,66.5,503116.800524,690.146502776
ccg1_f,10430.0,23202.0,1902.0,1594.0,2085.0,4849.0,3062.0,7762.0,7357.0,5.0,308.0,989.0,2671.0,2091.0,1293.0,1.70313520575,3410524.9874,463.575504608
ccg1_g,2312.0,5633.0,322.0,281.0,500.0,1209.0,1082.0,1371.0,4453.0,10.0,599.0,548.0,1213.0,1231.0,852.0,1.06839186691,2519009.41168,565.688167904
ccg1_h,2669.0,6004.0,386.0,389.0,502.0,1392.0,1354.0,1332.0,6745.0,19.0,1427.0,767.0,1510.0,1487.0,1535.0,0.985598227474,4749668.47912,704.176201501
ccg1_l,2384.0,8073.0,489.0,343.0,538.0,1014.0,1905.0,605.0,2643.0,2.0,687.0,132.0,620.0,450.0,752.0,0.625721784777,2270924.79336,859.222396277
ccg1_j,1988.0,4150.0,288.0,207.0,338.0,1155.0,832.0,1259.0,1526.0,11.0,37.0,115.0,522.0,386.0,455.0,1.19471153846,628355.984646,411.766700292
new2,200.0,667.0,35.0,46.0,46.0,73.0,150.0,71.0,214.0,1.0,41.0,27.0,51.0,53.0,41.0,0.666666666667,130689.0,610.696261682
vta1_f,361.0,1033.0,59.0,55.0,97.0,150.0,230.0,159.0,857.0,1.0,296.0,93.0,120.0,169.0,178.0,0.784782608696,580789.0,677.700116686
vta1_e,357.0,767.0,82.0,44.0,68.0,163.0,70.0,310.0,1016.0,2.0,118.0,34.0,333.0,289.0,240.0,2.55,475102.0,467.62007874
vta1_k,86.0,274.0,17.0,13.0,17.0,39.0,72.0,18.0,167.0,12.0,14.0,9.0,16.0,88.0,28.0,0.597222222222,94659.0,566.820359281
fai1,608.0,1576.0,237.0,183.0,115.0,73.0,362.0,288.0,4016.0,1.0,195.0,100.0,683.0,1123.0,1914.0,0.839779005525,1844941.0,459.397659363
fai4,658.0,1973.0,172.0,179.0,159.0,148.0,244.0,370.0,1078.0,7.0,218.0,206.0,186.0,205.0,256.0,1.34836065574,871661.0,808.590909091
ben1,631.0,1245.0,172.0,120.0,115.0,224.0,181.0,455.0,2038.0,1.0,107.0,162.0,591.0,674.0,503.0,1.74309392265,1055061.0,517.694308145
liv2,222.0,650.0,21.0,27.0,43.0,131.0,237.0,0.0,3736.0,48.0,921.0,195.0,1309.0,293.0,970.0,0.46835443038,3482250.0,932.079764454
cot1,360.0,904.0,77.0,74.0,81.0,128.0,191.0,200.0,553.0,3.0,19.0,78.0,105.0,155.0,193.0,0.942408376963,346070.0,625.804701627
sra1,1667.0,3656.0,400.0,281.0,282.0,704.0,506.0,1253.0,9960.0,27.0,704.0,1497.0,2746.0,2995.0,1991.0,1.64723320158,5143501.0,516.415763052
sra2,969.0,2120.0,194.0,216.0,172.0,387.0,450.0,608.0,6575.0,13.0,246.0,379.0,831.0,2413.0,2693.0,1.07666666667,3335576.0,507.311939163
new1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dub1,322.0,877.0,34.0,34.0,66.0,188.0,153.0,47.0,5111.0,55.0,441.0,1216.0,790.0,1475.0,1134.0,1.0522875817,3301600.0,645.979260419
ber3,275.0,613.0,102.0,57.0,63.0,53.0,65.0,171.0,2552.0,5.0,273.0,250.0,321.0,1051.0,652.0,2.11538461538,1674886.04809,656.303310379
hay3_a,36.0,116.0,5.0,7.0,16.0,8.0,26.0,14.0,392.0,1.0,14.0,164.0,47.0,124.0,42.0,0.692307692308,265578.0,677.494897959
ccg1_e,2118.0,5515.0,449.0,347.0,507.0,815.0,1117.0,1149.0,2917.0,4.0,119.0,432.0,443.0,1247.0,672.0,0.948075201432,1822562.99953,624.807336143
mar1,678.0,1305.0,265.0,197.0,116.0,100.0,336.0,420.0,7632.0,3.0,1655.0,103.0,459.0,628.0,4784.0,1.00892857143,4271738.0,559.714098532
laf1,1713.0,3947.0,277.0,222.0,305.0,909.0,275.0,1524.0,6901.0,26.0,896.0,603.0,1876.0,2363.0,1137.0,3.11454545455,3362429.15469,487.237958947
sfo5,3021.0,6116.0,1256.0,650.0,430.0,685.0,1.0,3137.0,2978.0,20.0,698.0,121.0,917.0,856.0,366.0,1510.5,7230506.0,2427.97380792
ccg1_k,56.0,179.0,9.0,8.0,13.0,26.0,19.0,41.0,217.0,1.0,27.0,38.0,37.0,55.0,59.0,1.47368421053,181453.0,836.188940092
elc1_a,248.0,533.0,74.0,59.0,63.0,52.0,23.0,242.0,2532.0,5.0,99.0,686.0,272.0,1055.0,415.0,5.39130434783,2114949.85117,835.288250858
wcc1_b,272.0,639.0,68.0,73.0,70.0,61.0,31.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38709677419,0.0,0.0
wcc1_e,96.0,320.0,32.0,27.0,21.0,16.0,28.0,70.0,225.0,0.0,7.0,42.0,15.0,109.0,52.0,1.71428571429,176616.0,784.96
pin2,504.0,1365.0,79.0,90.0,138.0,197.0,321.0,206.0,2283.0,6.0,804.0,141.0,392.0,566.0,374.0,0.785046728972,1160482.0,508.314498467
sma1,181.0,432.0,36.0,29.0,46.0,70.0,30.0,160.0,3903.0,0.0,216.0,457.0,1018.0,1680.0,532.0,3.01666666667,2022597.33902,518.216074562
mpt1,389.0,1030.0,65.0,104.0,84.0,136.0,7.0,434.0,5939.0,25.0,1400.0,1221.0,737.0,1187.0,1369.0,27.7857142857,4415407.0,743.459673346
vta1_j,696.0,1863.0,138.0,120.0,137.0,301.0,228.0,519.0,8762.0,30.0,1889.0,1584.0,2147.0,1781.0,1331.0,1.52631578947,4748064.0,541.892718557
ccg1_b,638.0,1714.0,138.0,129.0,172.0,199.0,323.0,355.0,1354.0,2.0,35.0,684.0,43.0,375.0,215.0,0.987616099071,715662.0,528.553914328
ccc4,553.0,1493.0,136.0,130.0,127.0,160.0,141.0,451.0,1180.0,6.0,40.0,254.0,245.0,448.0,187.0,1.9609929078,652206.0,552.716949153
plh1,522.0,1243.0,121.0,92.0,125.0,184.0,131.0,428.0,1113.0,0.0,44.0,153.0,232.0,545.0,139.0,1.99236641221,654551.0,588.096136568
mor1,30.0,77.0,3.0,2.0,3.0,22.0,32.0,0.0,1482.0,6.0,69.0,212.0,473.0,509.0,213.0,0.46875,816759.070982,551.119481094
sfo7,507.0,1022.0,220.0,85.0,49.0,153.0,0.0,555.0,13496.0,26.0,1239.0,774.0,7135.0,1912.0,2410.0,0.0,7080447.615,524.63304794
rwc1,586.0,1417.0,187.0,117.0,149.0,133.0,54.0,572.0,7508.0,0.0,184.0,687.0,1318.0,2038.0,3281.0,5.42592592593,4791156.72155,638.140213312
men1,209.0,442.0,17.0,23.0,34.0,135.0,52.0,100.0,6072.0,47.0,216.0,689.0,1580.0,1723.0,1817.0,2.00961538462,2800747.0,461.256093544
vac2,730.0,1866.0,222.0,216.0,144.0,148.0,5.0,279.0,1732.0,1.0,33.0,381.0,584.0,293.0,440.0,73.0,825180.0,476.43187067
sle1,368.0,997.0,87.0,94.0,103.0,84.0,34.0,356.0,2658.0,4.0,383.0,880.0,207.0,806.0,378.0,5.41176470588,1664611.0,626.264484575
ant1,1.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,130.0,0.0,1.0,8.0,51.0,57.0,13.0,0.166666666667,100565.0,773.576923077
sma2,571.0,1399.0,135.0,111.0,95.0,230.0,211.0,360.0,6778.0,3.0,437.0,663.0,3576.0,1129.0,970.0,1.35308056872,3837278.53255,566.137287187
sca1,52.0,120.0,6.0,8.0,16.0,22.0,10.0,43.0,1177.0,3.0,172.0,120.0,266.0,391.0,225.0,2.6,693632.110535,589.32209901
vta1_d,8.0,19.0,2.0,2.0,0.0,4.0,9.0,0.0,1953.0,2.0,64.0,180.0,830.0,505.0,372.0,0.444444444444,960960.823783,492.043432556
uni1,487.0,1479.0,70.0,68.0,114.0,235.0,79.0,440.0,578.0,0.0,204.0,60.0,171.0,94.0,49.0,3.08227848101,672235.036671,1163.03639563
moh1,263.0,810.0,66.0,49.0,66.0,82.0,115.0,166.0,1325.0,7.0,84.0,109.0,421.0,437.0,267.0,1.14347826087,798614.0,602.72754717
sma3,119.0,323.0,13.0,13.0,29.0,64.0,6.0,117.0,4565.0,2.0,142.0,2055.0,898.0,786.0,682.0,9.91666666667,2332337.06953,510.917211287
vta1_l,86.0,237.0,3.0,2.0,8.0,73.0,43.0,44.0,744.0,2.0,37.0,34.0,245.0,310.0,116.0,1.0,352143.452958,473.311092686
sjo2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ber5,197.0,412.0,78.0,42.0,38.0,39.0,7.0,153.0,1684.0,0.0,35.0,182.0,225.0,1110.0,132.0,14.0714285714,846436.0,502.634204276
wcc1_f,116.0,325.0,20.0,28.0,35.0,33.0,111.0,19.0,798.0,2.0,226.0,75.0,88.0,293.0,114.0,0.522522522523,508524.0,637.248120301
ccg1_m,75.0,176.0,13.0,12.0,23.0,27.0,65.0,19.0,421.0,2.0,93.0,56.0,102.0,79.0,89.0,0.576923076923,372534.0,884.878859857
